onset	duration	trial_phase	trial	condition	EMG_cor	perceived_liking	perceived_intensity
2.000424	2.428574	trialstart	1	neutral	0.000132	42.372881	61.016949
8.456821	2.258554	liking	1	neutral	0.000132	42.372881	61.016949
7.508275	0.500000	EMG	1	neutral	0.000132	42.372881	61.016949
11.215032	2.286678	intensity	1	neutral	0.000132	42.372881	61.016949
13.501710	6.397109	ITI	1	neutral	0.000132	42.372881	61.016949
20.005509	2.428805	trialstart	2	neutral	0.000101	41.525424	41.525424
26.464257	1.982275	liking	2	neutral	0.000101	41.525424	41.525424
25.515507	0.500000	EMG	2	neutral	0.000101	41.525424	41.525424
28.946475	2.613531	intensity	2	neutral	0.000101	41.525424	41.525424
31.560006	6.344199	ITI	2	neutral	0.000101	41.525424	41.525424
38.010144	2.428685	trialstart	3	neutral	0.000147	37.288136	28.813559
44.272050	3.475012	liking	3	neutral	0.000147	37.288136	28.813559
43.523405	0.500000	EMG	3	neutral	0.000147	37.288136	28.813559
48.247002	2.224699	intensity	3	neutral	0.000147	37.288136	28.813559
50.471701	5.437013	ITI	3	neutral	0.000147	37.288136	28.813559
56.014972	2.428777	trialstart	4	empty	0.000110	50.000000	12.711864
62.480064	1.541651	liking	4	empty	0.000110	50.000000	12.711864
61.531338	0.500000	EMG	4	empty	0.000110	50.000000	12.711864
64.521662	1.681974	intensity	4	empty	0.000110	50.000000	12.711864
66.203636	7.710007	ITI	4	empty	0.000110	50.000000	12.711864
74.020537	2.428821	trialstart	5	empty	0.000113	50.000000	12.711864
80.467136	1.303054	liking	5	empty	0.000113	50.000000	12.711864
79.518296	0.500000	EMG	5	empty	0.000113	50.000000	12.711864
82.270134	2.134180	intensity	5	empty	0.000113	50.000000	12.711864
84.404315	7.514924	ITI	5	empty	0.000113	50.000000	12.711864
92.025163	2.428747	trialstart	6	empty	0.000110	50.000000	12.711864
98.274960	0.702944	liking	6	empty	0.000110	50.000000	12.711864
97.526228	0.500000	EMG	6	empty	0.000110	50.000000	12.711864
99.477825	1.582812	intensity	6	empty	0.000110	50.000000	12.711864
101.060637	8.863135	ITI	6	empty	0.000110	50.000000	12.711864
110.029946	2.428892	trialstart	7	chocolate	0.000119	74.576271	71.186441
116.484095	2.479304	liking	7	chocolate	0.000119	74.576271	71.186441
115.535269	0.500000	EMG	7	chocolate	0.000119	74.576271	71.186441
119.463344	2.012776	intensity	7	chocolate	0.000119	74.576271	71.186441
121.476121	6.452609	ITI	7	chocolate	0.000119	74.576271	71.186441
128.034808	2.428778	trialstart	8	chocolate	0.000114	72.033898	71.186441
134.490870	1.630246	liking	8	chocolate	0.000114	72.033898	71.186441
133.542108	0.500000	EMG	8	chocolate	0.000114	72.033898	71.186441
136.621060	1.728423	intensity	8	chocolate	0.000114	72.033898	71.186441
138.349483	7.583999	ITI	8	chocolate	0.000114	72.033898	71.186441
146.040243	2.428755	trialstart	9	chocolate	0.000172	62.711864	29.661017
152.298727	2.718947	liking	9	chocolate	0.000172	62.711864	29.661017
151.550026	0.500000	EMG	9	chocolate	0.000172	62.711864	29.661017
155.517618	2.089091	intensity	9	chocolate	0.000172	62.711864	29.661017
157.606709	6.332186	ITI	9	chocolate	0.000172	62.711864	29.661017
164.045018	2.428827	trialstart	10	neutral	0.000098	38.135593	24.576271
170.507804	2.726809	liking	10	neutral	0.000098	38.135593	24.576271
169.558965	0.500000	EMG	10	neutral	0.000098	38.135593	24.576271
173.734557	1.573250	intensity	10	neutral	0.000098	38.135593	24.576271
175.307807	6.635881	ITI	10	neutral	0.000098	38.135593	24.576271
182.049968	2.428753	trialstart	11	neutral	0.000104	26.271186	61.016949
188.515607	2.638202	liking	11	neutral	0.000104	26.271186	61.016949
187.566868	0.500000	EMG	11	neutral	0.000104	26.271186	61.016949
191.653753	3.473524	intensity	11	neutral	0.000104	26.271186	61.016949
195.127276	4.821332	ITI	11	neutral	0.000104	26.271186	61.016949
200.054917	2.428820	trialstart	12	neutral	0.000098	33.898305	36.440678
206.303604	1.906329	liking	12	neutral	0.000098	33.898305	36.440678
205.554877	0.500000	EMG	12	neutral	0.000098	33.898305	36.440678
208.709875	1.445231	intensity	12	neutral	0.000098	33.898305	36.440678
210.155106	7.798505	ITI	12	neutral	0.000098	33.898305	36.440678
218.060476	2.428768	trialstart	13	chocolate	0.000159	63.559322	58.474576
224.312453	1.910745	liking	13	chocolate	0.000159	63.559322	58.474576
223.563804	0.500000	EMG	13	chocolate	0.000159	63.559322	58.474576
226.723145	1.692502	intensity	13	chocolate	0.000159	63.559322	58.474576
228.415647	7.543488	ITI	13	chocolate	0.000159	63.559322	58.474576
236.065361	2.428820	trialstart	14	chocolate	0.000117	72.881356	56.779661
242.320489	2.683527	liking	14	chocolate	0.000117	72.881356	56.779661
241.571717	0.500000	EMG	14	chocolate	0.000117	72.881356	56.779661
245.503962	3.139867	intensity	14	chocolate	0.000117	72.881356	56.779661
248.643830	5.320241	ITI	14	chocolate	0.000117	72.881356	56.779661
254.070290	2.428798	trialstart	15	chocolate	0.000087	50.000000	27.118644
260.327409	1.156227	liking	15	chocolate	0.000087	50.000000	27.118644
259.578642	0.500000	EMG	15	chocolate	0.000087	50.000000	27.118644
261.983578	1.743569	intensity	15	chocolate	0.000087	50.000000	27.118644
263.727147	8.241835	ITI	15	chocolate	0.000087	50.000000	27.118644
272.075385	2.428806	trialstart	16	empty	0.000084	50.000000	27.966102
278.535336	2.153061	liking	16	empty	0.000084	50.000000	27.966102
277.586576	0.500000	EMG	16	empty	0.000084	50.000000	27.966102
281.188342	2.017350	intensity	16	empty	0.000084	50.000000	27.966102
283.205691	6.768394	ITI	16	empty	0.000084	50.000000	27.966102
290.081162	2.428822	trialstart	17	empty	0.000116	50.000000	12.711864
296.342302	1.242923	liking	17	empty	0.000116	50.000000	12.711864
295.593537	0.500000	EMG	17	empty	0.000116	50.000000	12.711864
298.085169	1.357206	intensity	17	empty	0.000116	50.000000	12.711864
299.442375	8.537490	ITI	17	empty	0.000116	50.000000	12.711864
308.086253	2.428792	trialstart	18	empty	0.000089	50.000000	12.711864
314.349174	0.710547	liking	18	empty	0.000089	50.000000	12.711864
313.600443	0.500000	EMG	18	empty	0.000089	50.000000	12.711864
315.559666	1.551110	intensity	18	empty	0.000089	50.000000	12.711864
317.110776	8.874157	ITI	18	empty	0.000089	50.000000	12.711864
326.112756	2.428778	trialstart	19	neutral	0.000119	34.745763	50.000000
332.338069	2.753177	liking	19	neutral	0.000119	34.745763	50.000000
331.589366	0.500000	EMG	19	neutral	0.000119	34.745763	50.000000
335.591192	1.589453	intensity	19	neutral	0.000119	34.745763	50.000000
337.180645	6.830765	ITI	19	neutral	0.000119	34.745763	50.000000
344.117816	2.428760	trialstart	20	neutral	0.000079	38.135593	35.593220
350.565949	1.584521	liking	20	neutral	0.000079	38.135593	35.593220
349.617357	0.500000	EMG	20	neutral	0.000079	38.135593	35.593220
352.650410	1.531946	intensity	20	neutral	0.000079	38.135593	35.593220
354.182356	7.834112	ITI	20	neutral	0.000079	38.135593	35.593220
362.123694	2.428628	trialstart	21	neutral	0.000104	33.898305	29.661017
368.373581	2.383763	liking	21	neutral	0.000104	33.898305	29.661017
367.625244	0.500000	EMG	21	neutral	0.000104	33.898305	29.661017
371.257282	2.001704	intensity	21	neutral	0.000104	33.898305	29.661017
373.258985	6.763218	ITI	21	neutral	0.000104	33.898305	29.661017
380.128834	2.428597	trialstart	22	chocolate	0.000076	74.576271	59.322034
386.380511	3.008757	liking	22	chocolate	0.000076	74.576271	59.322034
385.632157	0.500000	EMG	22	chocolate	0.000076	74.576271	59.322034
389.889214	2.469730	intensity	22	chocolate	0.000076	74.576271	59.322034
392.358944	5.668386	ITI	22	chocolate	0.000076	74.576271	59.322034
398.133928	2.427748	trialstart	23	chocolate	0.000094	66.949153	50.000000
404.386749	1.771136	liking	23	chocolate	0.000094	66.949153	50.000000
403.639206	0.500000	EMG	23	chocolate	0.000094	66.949153	50.000000
406.657834	1.425556	intensity	23	chocolate	0.000094	66.949153	50.000000
408.083389	7.948175	ITI	23	chocolate	0.000094	66.949153	50.000000
416.138968	2.428784	trialstart	24	chocolate	0.000083	67.796610	42.372881
422.396787	2.503383	liking	24	chocolate	0.000083	67.796610	42.372881
421.648053	0.500000	EMG	24	chocolate	0.000083	67.796610	42.372881
425.400118	0.912527	intensity	24	chocolate	0.000083	67.796610	42.372881
426.312645	7.724990	ITI	24	chocolate	0.000083	67.796610	42.372881
434.144867	2.428820	trialstart	25	empty	0.000101	50.000000	39.830508
440.403781	2.325127	liking	25	empty	0.000101	50.000000	39.830508
439.655004	0.500000	EMG	25	empty	0.000101	50.000000	39.830508
443.228856	1.638012	intensity	25	empty	0.000101	50.000000	39.830508
444.866868	7.176705	ITI	25	empty	0.000101	50.000000	39.830508
452.150155	2.428789	trialstart	26	empty	0.000100	50.000000	13.559322
458.413659	1.647334	liking	26	empty	0.000100	50.000000	13.559322
457.663895	0.500000	EMG	26	empty	0.000100	50.000000	13.559322
460.560937	2.117603	intensity	26	empty	0.000100	50.000000	13.559322
462.678541	7.370297	ITI	26	empty	0.000100	50.000000	13.559322
470.155382	2.428774	trialstart	27	empty	0.000111	50.000000	16.101695
476.420602	1.552192	liking	27	empty	0.000111	50.000000	16.101695
475.671867	0.500000	EMG	27	empty	0.000111	50.000000	16.101695
478.472737	1.762540	intensity	27	empty	0.000111	50.000000	16.101695
480.235277	7.818794	ITI	27	empty	0.000111	50.000000	16.101695
488.160678	2.428826	trialstart	28	neutral	0.000120	31.355932	35.593220
494.607524	1.824087	liking	28	neutral	0.000120	31.355932	35.593220
493.658772	0.500000	EMG	28	neutral	0.000120	31.355932	35.593220
496.931560	1.852063	intensity	28	neutral	0.000120	31.355932	35.593220
498.783622	7.275760	ITI	28	neutral	0.000120	31.355932	35.593220
506.168337	2.428797	trialstart	29	neutral	0.000104	50.000000	25.423729
512.414447	2.334280	liking	29	neutral	0.000104	50.000000	25.423729
511.665703	0.500000	EMG	29	neutral	0.000104	50.000000	25.423729
515.248665	1.681420	intensity	29	neutral	0.000104	50.000000	25.423729
516.930085	7.136941	ITI	29	neutral	0.000104	50.000000	25.423729
524.173648	2.428804	trialstart	30	neutral	0.000085	32.203390	27.966102
530.422389	4.142014	liking	30	neutral	0.000085	32.203390	27.966102
529.673636	0.500000	EMG	30	neutral	0.000085	32.203390	27.966102
535.064353	2.585720	intensity	30	neutral	0.000085	32.203390	27.966102
537.650073	4.422260	ITI	30	neutral	0.000085	32.203390	27.966102
542.178875	2.428715	trialstart	31	chocolate	0.000085	69.491525	58.474576
548.429241	2.458262	liking	31	chocolate	0.000085	69.491525	58.474576
547.680551	0.500000	EMG	31	chocolate	0.000085	69.491525	58.474576
551.387444	1.087369	intensity	31	chocolate	0.000085	69.491525	58.474576
552.474813	7.602666	ITI	31	chocolate	0.000085	69.491525	58.474576
560.184214	2.428779	trialstart	32	chocolate	0.000080	69.491525	61.016949
566.438196	1.617200	liking	32	chocolate	0.000080	69.491525	61.016949
565.689471	0.500000	EMG	32	chocolate	0.000080	69.491525	61.016949
568.555346	1.658237	intensity	32	chocolate	0.000080	69.491525	61.016949
570.213583	7.869298	ITI	32	chocolate	0.000080	69.491525	61.016949
578.190137	2.428699	trialstart	33	chocolate	0.000111	68.644068	43.220339
584.645441	2.226112	liking	33	chocolate	0.000111	68.644068	43.220339
583.696396	0.500000	EMG	33	chocolate	0.000111	68.644068	43.220339
587.371497	1.689074	intensity	33	chocolate	0.000111	68.644068	43.220339
589.060571	7.028150	ITI	33	chocolate	0.000111	68.644068	43.220339
596.195521	2.428770	trialstart	34	empty	0.000088	50.000000	19.491525
602.653022	2.242517	liking	34	empty	0.000088	50.000000	19.491525
601.704319	0.500000	EMG	34	empty	0.000088	50.000000	19.491525
605.395484	1.970988	intensity	34	empty	0.000088	50.000000	19.491525
607.366472	6.727698	ITI	34	empty	0.000088	50.000000	19.491525
614.200892	2.428784	trialstart	35	empty	0.000130	50.000000	20.338983
620.461010	1.740420	liking	35	empty	0.000130	50.000000	20.338983
619.712277	0.500000	EMG	35	empty	0.000130	50.000000	20.338983
622.701376	1.909855	intensity	35	empty	0.000130	50.000000	20.338983
624.611231	7.488345	ITI	35	empty	0.000130	50.000000	20.338983
632.206212	2.428895	trialstart	36	empty	0.000115	66.101695	35.593220
638.670158	1.447144	liking	36	empty	0.000115	66.101695	35.593220
637.721334	0.500000	EMG	36	empty	0.000115	66.101695	35.593220
640.617247	1.081724	intensity	36	empty	0.000115	66.101695	35.593220
641.698971	8.406024	ITI	36	empty	0.000115	66.101695	35.593220
650.212341	2.428896	trialstart	37	neutral	0.000094	42.372881	58.474576
656.458063	1.203434	liking	37	neutral	0.000094	42.372881	58.474576
655.709343	0.500000	EMG	37	neutral	0.000094	42.372881	58.474576
658.161442	0.838026	intensity	37	neutral	0.000094	42.372881	58.474576
658.999468	9.111663	ITI	37	neutral	0.000094	42.372881	58.474576
668.217644	2.428755	trialstart	38	neutral	0.000126	39.830508	32.203390
674.664713	1.839961	liking	38	neutral	0.000126	39.830508	32.203390
673.716023	0.500000	EMG	38	neutral	0.000126	39.830508	32.203390
677.004619	3.285611	intensity	38	neutral	0.000126	39.830508	32.203390
680.290230	5.826068	ITI	38	neutral	0.000126	39.830508	32.203390
686.223008	2.428778	trialstart	39	neutral	0.000105	38.983051	26.271186
692.673706	2.713965	liking	39	neutral	0.000105	38.983051	26.271186
691.724980	0.500000	EMG	39	neutral	0.000105	38.983051	26.271186
695.887618	1.621331	intensity	39	neutral	0.000105	38.983051	26.271186
697.508949	6.612732	ITI	39	neutral	0.000105	38.983051	26.271186
704.228303	2.428796	trialstart	40	chocolate	0.000087	70.338983	66.949153
710.481648	1.485197	liking	40	chocolate	0.000087	70.338983	66.949153
709.732922	0.500000	EMG	40	chocolate	0.000087	70.338983	66.949153
712.466795	2.386277	intensity	40	chocolate	0.000087	70.338983	66.949153
714.853072	7.273917	ITI	40	chocolate	0.000087	70.338983	66.949153
722.234274	2.427810	trialstart	41	chocolate	0.000110	70.338983	42.372881
728.487628	2.406135	liking	41	chocolate	0.000110	70.338983	42.372881
727.739856	0.500000	EMG	41	chocolate	0.000110	70.338983	42.372881
731.393713	1.805864	intensity	41	chocolate	0.000110	70.338983	42.372881
733.199576	6.932381	ITI	41	chocolate	0.000110	70.338983	42.372881
740.239606	2.428763	trialstart	42	chocolate	0.000102	63.559322	50.000000
746.496499	1.988549	liking	42	chocolate	0.000102	63.559322	50.000000
745.747793	0.500000	EMG	42	chocolate	0.000102	63.559322	50.000000
748.984995	1.865714	intensity	42	chocolate	0.000102	63.559322	50.000000
750.850709	7.287569	ITI	42	chocolate	0.000102	63.559322	50.000000
758.244988	2.428740	trialstart	43	empty	0.000118	43.220339	36.440678
764.503354	2.324211	liking	43	empty	0.000118	43.220339	36.440678
763.754694	0.500000	EMG	43	empty	0.000118	43.220339	36.440678
767.327511	1.501072	intensity	43	empty	0.000118	43.220339	36.440678
768.828583	7.315041	ITI	43	empty	0.000118	43.220339	36.440678
776.250468	2.428770	trialstart	44	empty	0.000120	59.322034	41.525424
782.510363	1.744089	liking	44	empty	0.000120	59.322034	41.525424
781.761648	0.500000	EMG	44	empty	0.000120	59.322034	41.525424
784.754400	1.954236	intensity	44	empty	0.000120	59.322034	41.525424
786.708636	7.440499	ITI	44	empty	0.000120	59.322034	41.525424
794.256473	2.428826	trialstart	45	empty	0.000090	50.000000	32.203390
800.717391	1.696973	liking	45	empty	0.000090	50.000000	32.203390
799.768594	0.500000	EMG	45	empty	0.000090	50.000000	32.203390
802.914313	1.150703	intensity	45	empty	0.000090	50.000000	32.203390
804.065016	8.090168	ITI	45	empty	0.000090	50.000000	32.203390
812.261858	2.428811	trialstart	46	neutral	0.000142	32.203390	37.288136
818.524281	2.160908	liking	46	neutral	0.000142	32.203390	37.288136
817.775526	0.500000	EMG	46	neutral	0.000142	32.203390	37.288136
821.185131	0.797151	intensity	46	neutral	0.000142	32.203390	37.288136
821.982281	8.178280	ITI	46	neutral	0.000142	32.203390	37.288136
830.267263	2.428797	trialstart	47	neutral	0.000108	42.372881	29.661017
836.533173	2.588407	liking	47	neutral	0.000108	42.372881	29.661017
835.784445	0.500000	EMG	47	neutral	0.000108	42.372881	29.661017
839.621539	1.836864	intensity	47	neutral	0.000108	42.372881	29.661017
841.458403	6.707533	ITI	47	neutral	0.000108	42.372881	29.661017
848.272644	2.428663	trialstart	48	neutral	0.000136	50.000000	34.745763
854.519887	1.859025	liking	48	neutral	0.000136	50.000000	34.745763
853.771311	0.500000	EMG	48	neutral	0.000136	50.000000	34.745763
856.878858	1.192491	intensity	48	neutral	0.000136	50.000000	34.745763
858.071349	8.099854	ITI	48	neutral	0.000136	50.000000	34.745763
866.278879	2.428813	trialstart	49	chocolate	0.000107	71.186441	62.711864
872.527115	1.293781	liking	49	chocolate	0.000107	71.186441	62.711864
871.778357	0.500000	EMG	49	chocolate	0.000107	71.186441	62.711864
874.320842	1.752139	intensity	49	chocolate	0.000107	71.186441	62.711864
876.072981	8.104597	ITI	49	chocolate	0.000107	71.186441	62.711864
884.284406	2.428814	trialstart	50	chocolate	0.000121	66.101695	43.220339
890.735941	2.751220	liking	50	chocolate	0.000121	66.101695	43.220339
889.787190	0.500000	EMG	50	chocolate	0.000121	66.101695	43.220339
893.987107	0.760143	intensity	50	chocolate	0.000121	66.101695	43.220339
894.747250	7.435864	ITI	50	chocolate	0.000121	66.101695	43.220339
902.289896	2.428757	trialstart	51	chocolate	0.000128	63.559322	31.355932
908.742798	1.770180	liking	51	chocolate	0.000128	63.559322	31.355932
907.794098	0.500000	EMG	51	chocolate	0.000128	63.559322	31.355932
911.012914	1.828328	intensity	51	chocolate	0.000128	63.559322	31.355932
912.841242	7.347302	ITI	51	chocolate	0.000128	63.559322	31.355932
920.295320	2.428798	trialstart	52	empty	0.000103	50.000000	29.661017
926.550903	0.468670	liking	52	empty	0.000103	50.000000	29.661017
925.802181	0.500000	EMG	52	empty	0.000103	50.000000	29.661017
927.519519	1.712226	intensity	52	empty	0.000103	50.000000	29.661017
929.231745	8.962264	ITI	52	empty	0.000103	50.000000	29.661017
938.301548	2.427875	trialstart	53	empty	0.000124	50.000000	34.745763
944.556895	1.300480	liking	53	empty	0.000124	50.000000	34.745763
943.809115	0.500000	EMG	53	empty	0.000124	50.000000	34.745763
946.357319	0.929269	intensity	53	empty	0.000124	50.000000	34.745763
947.286587	8.912726	ITI	53	empty	0.000124	50.000000	34.745763
956.306960	2.428787	trialstart	54	empty	0.000088	50.000000	56.779661
