onset	duration	trial_phase	trial	condition	EMG_cor	perceived_liking	perceived_intensity
2.000427	2.428595	trialstart	1	neutral	0.000245	38.135593	50.000000
8.456135	1.737822	liking	1	neutral	0.000245	38.135593	50.000000
7.507630	0.500000	EMG	1	neutral	0.000245	38.135593	50.000000
10.693608	3.986866	intensity	1	neutral	0.000245	38.135593	50.000000
14.680474	5.218416	ITI	1	neutral	0.000245	38.135593	50.000000
20.005889	2.428877	trialstart	2	neutral	0.000139	45.762712	50.000000
26.465334	4.013895	liking	2	neutral	0.000139	45.762712	50.000000
25.515541	0.500000	EMG	2	neutral	0.000139	45.762712	50.000000
30.979158	3.264404	intensity	2	neutral	0.000139	45.762712	50.000000
34.243562	3.661101	ITI	2	neutral	0.000139	45.762712	50.000000
38.010301	2.428864	trialstart	3	neutral	0.000135	58.474576	27.966102
44.273056	3.523175	liking	3	neutral	0.000135	58.474576	27.966102
43.524166	0.500000	EMG	3	neutral	0.000135	58.474576	27.966102
48.296176	2.659369	intensity	3	neutral	0.000135	58.474576	27.966102
50.955545	4.953514	ITI	3	neutral	0.000135	58.474576	27.966102
56.014878	2.428854	trialstart	4	chocolate	0.000180	63.559322	61.016949
62.479626	2.417566	liking	4	chocolate	0.000180	63.559322	61.016949
61.530834	0.500000	EMG	4	chocolate	0.000180	63.559322	61.016949
65.397123	2.906278	intensity	4	chocolate	0.000180	63.559322	61.016949
68.303401	5.610227	ITI	4	chocolate	0.000180	63.559322	61.016949
74.019483	2.429583	trialstart	5	chocolate	0.000247	50.000000	12.711864
80.467814	1.247894	liking	5	chocolate	0.000247	50.000000	12.711864
79.518271	0.500000	EMG	5	chocolate	0.000247	50.000000	12.711864
82.215651	1.888207	intensity	5	chocolate	0.000247	50.000000	12.711864
84.103857	7.815085	ITI	5	chocolate	0.000247	50.000000	12.711864
92.024298	2.428897	trialstart	6	chocolate	0.000119	73.728814	67.796610
98.272997	2.356029	liking	6	chocolate	0.000119	73.728814	67.796610
97.524121	0.500000	EMG	6	chocolate	0.000119	73.728814	67.796610
101.128969	2.670681	intensity	6	chocolate	0.000119	73.728814	67.796610
103.799650	6.123438	ITI	6	chocolate	0.000119	73.728814	67.796610
110.034881	2.427879	trialstart	7	empty	0.000140	73.728814	66.949153
116.278734	2.397453	liking	7	empty	0.000140	73.728814	66.949153
115.530925	0.500000	EMG	7	empty	0.000140	73.728814	66.949153
119.176134	2.462228	intensity	7	empty	0.000140	73.728814	66.949153
121.638362	6.294299	ITI	7	empty	0.000140	73.728814	66.949153
128.039562	2.429307	trialstart	8	empty	0.000171	50.847458	22.033898
134.291043	3.861838	liking	8	empty	0.000171	50.847458	22.033898
133.541795	0.500000	EMG	8	empty	0.000171	50.847458	22.033898
138.652830	2.441349	intensity	8	empty	0.000171	50.847458	22.033898
141.094179	4.844528	ITI	8	empty	0.000171	50.847458	22.033898
146.044264	2.428852	trialstart	9	empty	0.000217	50.847458	20.338983
152.297814	4.300460	liking	9	empty	0.000217	50.847458	20.338983
151.549013	0.500000	EMG	9	empty	0.000217	50.847458	20.338983
157.098216	1.790806	intensity	9	empty	0.000217	50.847458	20.338983
158.889023	5.053985	ITI	9	empty	0.000217	50.847458	20.338983
164.049294	2.428868	trialstart	10	chocolate	0.000146	62.711864	36.440678
170.304394	5.259590	liking	10	chocolate	0.000146	62.711864	36.440678
169.555623	0.500000	EMG	10	chocolate	0.000146	62.711864	36.440678
176.063927	2.920841	intensity	10	chocolate	0.000146	62.711864	36.440678
178.984768	2.963224	ITI	10	chocolate	0.000146	62.711864	36.440678
182.053979	2.428851	trialstart	11	chocolate	0.000168	72.033898	62.711864
188.311099	1.767721	liking	11	chocolate	0.000168	72.033898	62.711864
187.562304	0.500000	EMG	11	chocolate	0.000168	72.033898	62.711864
190.578766	3.670708	intensity	11	chocolate	0.000168	72.033898	62.711864
194.249474	5.703248	ITI	11	chocolate	0.000168	72.033898	62.711864
200.058629	2.428853	trialstart	12	chocolate	0.000183	50.000000	13.559322
206.517755	1.370242	liking	12	chocolate	0.000183	50.000000	13.559322
205.568937	0.500000	EMG	12	chocolate	0.000183	50.000000	13.559322
208.387938	1.855736	intensity	12	chocolate	0.000183	50.000000	13.559322
210.243675	7.713700	ITI	12	chocolate	0.000183	50.000000	13.559322
218.064112	2.428871	trialstart	13	empty	0.000246	58.474576	43.220339
224.325450	3.632467	liking	13	empty	0.000246	58.474576	43.220339
223.576614	0.500000	EMG	13	empty	0.000246	58.474576	43.220339
228.457860	3.541092	intensity	13	empty	0.000246	58.474576	43.220339
231.998952	3.963914	ITI	13	empty	0.000246	58.474576	43.220339
236.068902	2.428837	trialstart	14	empty	0.000133	50.000000	14.406780
242.532024	1.566898	liking	14	empty	0.000133	50.000000	14.406780
241.583239	0.500000	EMG	14	empty	0.000133	50.000000	14.406780
244.598868	1.650479	intensity	14	empty	0.000133	50.000000	14.406780
246.249347	7.718283	ITI	14	empty	0.000133	50.000000	14.406780
254.083167	2.427901	trialstart	15	empty	0.000161	42.372881	22.881356
260.537713	4.313095	liking	15	empty	0.000161	42.372881	22.881356
259.589917	0.500000	EMG	15	empty	0.000161	42.372881	22.881356
265.350749	1.595017	intensity	15	empty	0.000161	42.372881	22.881356
266.945766	5.035157	ITI	15	empty	0.000161	42.372881	22.881356
272.088025	2.428832	trialstart	16	neutral	0.000144	50.000000	22.033898
278.347295	6.533469	liking	16	neutral	0.000144	50.000000	22.033898
277.598506	0.500000	EMG	16	neutral	0.000144	50.000000	22.033898
285.380635	1.860085	intensity	16	neutral	0.000144	50.000000	22.033898
287.240719	2.746032	ITI	16	neutral	0.000144	50.000000	22.033898
290.093666	2.428888	trialstart	17	neutral	0.000111	50.000000	41.525424
296.553960	3.215879	liking	17	neutral	0.000111	50.000000	41.525424
295.605132	0.500000	EMG	17	neutral	0.000111	50.000000	41.525424
300.269761	2.832346	intensity	17	neutral	0.000111	50.000000	41.525424
303.102108	4.890339	ITI	17	neutral	0.000111	50.000000	41.525424
308.098622	2.428901	trialstart	18	neutral	0.000229	59.322034	41.525424
314.361661	3.357921	liking	18	neutral	0.000229	59.322034	41.525424
313.612802	0.500000	EMG	18	neutral	0.000229	59.322034	41.525424
318.219532	1.920794	intensity	18	neutral	0.000229	59.322034	41.525424
320.140326	5.857070	ITI	18	neutral	0.000229	59.322034	41.525424
326.103472	2.428855	trialstart	19	empty	0.000177	63.559322	50.000000
332.368214	1.832177	liking	19	empty	0.000177	63.559322	50.000000
331.619428	0.500000	EMG	19	empty	0.000177	63.559322	50.000000
334.700334	1.554128	intensity	19	empty	0.000177	63.559322	50.000000
336.254462	7.747758	ITI	19	empty	0.000177	63.559322	50.000000
344.108388	2.429559	trialstart	20	empty	0.000095	50.000000	29.661017
350.556253	0.733040	liking	20	empty	0.000095	50.000000	29.661017
349.606739	0.500000	EMG	20	empty	0.000095	50.000000	29.661017
351.789235	2.614931	intensity	20	empty	0.000095	50.000000	29.661017
354.404166	7.603671	ITI	20	empty	0.000095	50.000000	29.661017
362.113986	2.428762	trialstart	21	empty	0.000135	50.000000	28.813559
368.562397	2.584836	liking	21	empty	0.000135	50.000000	28.813559
367.613689	0.500000	EMG	21	empty	0.000135	50.000000	28.813559
371.647180	1.606317	intensity	21	empty	0.000135	50.000000	28.813559
373.253497	6.759142	ITI	21	empty	0.000135	50.000000	28.813559
380.124920	2.428874	trialstart	22	chocolate	0.000146	72.033898	69.491525
386.571166	1.333359	liking	22	chocolate	0.000146	72.033898	69.491525
385.622315	0.500000	EMG	22	chocolate	0.000146	72.033898	69.491525
388.404469	1.508442	intensity	22	chocolate	0.000146	72.033898	69.491525
389.912911	8.110776	ITI	22	chocolate	0.000146	72.033898	69.491525
398.129857	2.428869	trialstart	23	chocolate	0.000154	61.016949	38.135593
404.579824	1.366213	liking	23	chocolate	0.000154	61.016949	38.135593
403.631058	0.500000	EMG	23	chocolate	0.000154	61.016949	38.135593
406.445925	2.234989	intensity	23	chocolate	0.000154	61.016949	38.135593
408.680914	7.347714	ITI	23	chocolate	0.000154	61.016949	38.135593
416.134890	2.428873	trialstart	24	chocolate	0.000082	49.152542	21.186441
422.586451	2.416814	liking	24	chocolate	0.000082	49.152542	21.186441
421.637596	0.500000	EMG	24	chocolate	0.000082	49.152542	21.186441
425.503211	1.409469	intensity	24	chocolate	0.000082	49.152542	21.186441
426.912681	7.120975	ITI	24	chocolate	0.000082	49.152542	21.186441
434.140625	2.428871	trialstart	25	neutral	0.000167	61.864407	59.322034
440.394040	2.381432	liking	25	neutral	0.000167	61.864407	59.322034
439.644225	0.500000	EMG	25	neutral	0.000167	61.864407	59.322034
443.275418	2.759700	intensity	25	neutral	0.000167	61.864407	59.322034
446.035118	6.004263	ITI	25	neutral	0.000167	61.864407	59.322034
452.145752	2.428910	trialstart	26	neutral	0.000162	50.847458	36.440678
458.600803	2.930746	liking	26	neutral	0.000162	50.847458	36.440678
457.651920	0.500000	EMG	26	neutral	0.000162	50.847458	36.440678
462.031493	2.624700	intensity	26	neutral	0.000162	50.847458	36.440678
464.656192	5.388358	ITI	26	neutral	0.000162	50.847458	36.440678
470.150814	2.427844	trialstart	27	neutral	0.000126	50.000000	25.423729
476.406419	1.132422	liking	27	neutral	0.000126	50.000000	25.423729
475.658617	0.500000	EMG	27	neutral	0.000126	50.000000	25.423729
478.038784	1.618108	intensity	27	neutral	0.000126	50.000000	25.423729
479.656892	8.391629	ITI	27	neutral	0.000126	50.000000	25.423729
488.156045	2.428868	trialstart	28	chocolate	0.000082	59.322034	39.830508
494.416048	2.782561	liking	28	chocolate	0.000082	59.322034	39.830508
493.667253	0.500000	EMG	28	chocolate	0.000082	59.322034	39.830508
497.698557	2.179665	intensity	28	chocolate	0.000082	59.322034	39.830508
499.878221	6.176573	ITI	28	chocolate	0.000082	59.322034	39.830508
506.180884	2.428865	trialstart	29	chocolate	0.000099	59.322034	38.983051
512.424587	2.913783	liking	29	chocolate	0.000099	59.322034	38.983051
511.675793	0.500000	EMG	29	chocolate	0.000099	59.322034	38.983051
515.838318	1.393158	intensity	29	chocolate	0.000099	59.322034	38.983051
517.231476	6.848164	ITI	29	chocolate	0.000099	59.322034	38.983051
524.186024	2.428863	trialstart	30	chocolate	0.000176	62.711864	37.288136
530.651374	2.923555	liking	30	chocolate	0.000176	62.711864	37.288136
529.702549	0.500000	EMG	30	chocolate	0.000176	62.711864	37.288136
534.074840	1.473322	intensity	30	chocolate	0.000176	62.711864	37.288136
535.548162	6.536609	ITI	30	chocolate	0.000176	62.711864	37.288136
542.191175	2.428932	trialstart	31	neutral	0.000146	65.254237	51.694915
548.640031	3.346367	liking	31	neutral	0.000146	65.254237	51.694915
547.691151	0.500000	EMG	31	neutral	0.000146	65.254237	51.694915
552.486342	2.244198	intensity	31	neutral	0.000146	65.254237	51.694915
554.730540	5.359458	ITI	31	neutral	0.000146	65.254237	51.694915
560.196313	2.428959	trialstart	32	neutral	0.000701	62.711864	40.677966
566.446675	3.513339	liking	32	neutral	0.000701	62.711864	40.677966
565.697795	0.500000	EMG	32	neutral	0.000701	62.711864	40.677966
570.459957	4.014454	intensity	32	neutral	0.000701	62.711864	40.677966
574.474412	3.620747	ITI	32	neutral	0.000701	62.711864	40.677966
578.202071	2.428719	trialstart	33	neutral	0.000096	43.220339	22.033898
584.653960	4.907855	liking	33	neutral	0.000096	43.220339	22.033898
583.705280	0.500000	EMG	33	neutral	0.000096	43.220339	22.033898
590.061747	2.976870	intensity	33	neutral	0.000096	43.220339	22.033898
593.038616	3.062063	ITI	33	neutral	0.000096	43.220339	22.033898
596.207224	2.428045	trialstart	34	empty	0.000103	72.881356	50.000000
602.460115	1.510231	liking	34	empty	0.000103	72.881356	50.000000
601.712202	0.500000	EMG	34	empty	0.000103	72.881356	50.000000
604.470291	6.526442	intensity	34	empty	0.000103	72.881356	50.000000
610.996733	3.108344	ITI	34	empty	0.000103	72.881356	50.000000
614.212063	2.427966	trialstart	35	empty	0.000121	50.000000	24.576271
620.469623	1.266835	liking	35	empty	0.000121	50.000000	24.576271
619.721693	0.500000	EMG	35	empty	0.000121	50.000000	24.576271
622.236404	1.911195	intensity	35	empty	0.000121	50.000000	24.576271
624.147599	7.962310	ITI	35	empty	0.000121	50.000000	24.576271
632.217182	2.428846	trialstart	36	empty	0.000093	64.406780	56.779661
638.481143	3.687007	liking	36	empty	0.000093	64.406780	56.779661
637.732338	0.500000	EMG	36	empty	0.000093	64.406780	56.779661
642.668092	2.733456	intensity	36	empty	0.000093	64.406780	56.779661
645.401548	4.714367	ITI	36	empty	0.000093	64.406780	56.779661
650.223137	2.429598	trialstart	37	empty	0.000117	59.322034	33.898305
656.470149	2.009569	liking	37	empty	0.000117	59.322034	33.898305
655.720599	0.500000	EMG	37	empty	0.000117	59.322034	33.898305
658.979665	1.204644	intensity	37	empty	0.000117	59.322034	33.898305
660.184309	7.938301	ITI	37	empty	0.000117	59.322034	33.898305
668.234304	2.428842	trialstart	38	empty	0.000096	72.033898	61.016949
