onset	duration	trial_phase	trial	condition	EMG_cor	perceived_liking	perceived_intensity
2.000454	2.428599	trialstart	1	empty	0.000292	50.000000	50.000000
8.469647	2.299081	liking	1	empty	0.000292	50.000000	50.000000
7.521159	0.500000	EMG	1	empty	0.000292	50.000000	50.000000
11.268397	1.864848	intensity	1	empty	0.000292	50.000000	50.000000
13.133245	6.765685	ITI	1	empty	0.000292	50.000000	50.000000
20.006392	2.428842	trialstart	2	empty	0.000287	50.000000	42.372881
26.458826	1.561869	liking	2	empty	0.000287	50.000000	42.372881
25.510063	0.500000	EMG	2	empty	0.000287	50.000000	42.372881
28.520642	2.140193	intensity	2	empty	0.000287	50.000000	42.372881
30.660836	7.244300	ITI	2	empty	0.000287	50.000000	42.372881
38.010625	2.428725	trialstart	3	empty	0.000295	50.000000	12.711864
44.467379	1.233573	liking	3	empty	0.000295	50.000000	12.711864
43.518693	0.500000	EMG	3	empty	0.000295	50.000000	12.711864
46.200896	1.572240	intensity	3	empty	0.000295	50.000000	12.711864
47.773135	8.136111	ITI	3	empty	0.000295	50.000000	12.711864
56.014846	2.427947	trialstart	4	neutral	0.000299	50.000000	12.711864
62.476354	1.372124	liking	4	neutral	0.000299	50.000000	12.711864
61.527426	0.500000	EMG	4	neutral	0.000299	50.000000	12.711864
64.348422	2.053405	intensity	4	neutral	0.000299	50.000000	12.711864
66.401827	7.510864	ITI	4	neutral	0.000299	50.000000	12.711864
74.019003	2.428842	trialstart	5	neutral	0.000414	50.000000	12.711864
80.284937	1.018207	liking	5	neutral	0.000414	50.000000	12.711864
79.536145	0.500000	EMG	5	neutral	0.000414	50.000000	12.711864
81.803091	1.583600	intensity	5	neutral	0.000414	50.000000	12.711864
83.386691	8.531052	ITI	5	neutral	0.000414	50.000000	12.711864
92.023867	2.428897	trialstart	6	neutral	0.000395	50.000000	12.711864
98.473566	0.786325	liking	6	neutral	0.000395	50.000000	12.711864
97.524670	0.500000	EMG	6	neutral	0.000395	50.000000	12.711864
99.759837	1.488778	intensity	6	neutral	0.000395	50.000000	12.711864
101.248615	8.674042	ITI	6	neutral	0.000395	50.000000	12.711864
110.028175	2.428059	trialstart	7	chocolate	0.000232	76.271186	66.101695
116.480537	1.407975	liking	7	chocolate	0.000232	76.271186	66.101695
115.532542	0.500000	EMG	7	chocolate	0.000232	76.271186	66.101695
118.388462	1.610322	intensity	7	chocolate	0.000232	76.271186	66.101695
119.998784	7.927347	ITI	7	chocolate	0.000232	76.271186	66.101695
128.032528	2.428860	trialstart	8	chocolate	0.000265	72.881356	65.254237
134.289830	1.565435	liking	8	chocolate	0.000265	72.881356	65.254237
133.541000	0.500000	EMG	8	chocolate	0.000265	72.881356	65.254237
136.355212	1.236986	intensity	8	chocolate	0.000265	72.881356	65.254237
137.592198	8.339087	ITI	8	chocolate	0.000265	72.881356	65.254237
146.036885	2.428832	trialstart	9	chocolate	0.000348	71.186441	62.711864
152.297455	1.324138	liking	9	chocolate	0.000348	71.186441	62.711864
151.548663	0.500000	EMG	9	chocolate	0.000348	71.186441	62.711864
154.121541	2.983950	intensity	9	chocolate	0.000348	71.186441	62.711864
157.105491	6.830109	ITI	9	chocolate	0.000348	71.186441	62.711864
164.041929	2.428809	trialstart	10	neutral	0.000400	50.000000	12.711864
170.304039	1.791331	liking	10	neutral	0.000400	50.000000	12.711864
