onset	duration	trial_phase	trial	condition	EMG_cor	perceived_liking	perceived_intensity
2.006249	2.422706	trialstart	1	empty	0.000308	66.101695	59.322034
8.449305	2.145120	liking	1	empty	0.000308	66.101695	59.322034
7.512859	0.500000	EMG	1	empty	0.000308	66.101695	59.322034
11.092325	2.306187	intensity	1	empty	0.000308	66.101695	59.322034
13.398512	6.498740	ITI	1	empty	0.000308	66.101695	59.322034
20.018708	2.428831	trialstart	2	empty	0.000178	57.627119	41.525424
26.270381	2.603887	liking	2	empty	0.000178	57.627119	41.525424
25.521604	0.500000	EMG	2	empty	0.000178	57.627119	41.525424
29.374215	1.417797	intensity	2	empty	0.000178	57.627119	41.525424
30.792012	7.125408	ITI	2	empty	0.000178	57.627119	41.525424
38.023125	2.428874	trialstart	3	empty	0.000233	50.000000	29.661017
44.477156	1.308801	liking	3	empty	0.000233	50.000000	29.661017
43.528331	0.500000	EMG	3	empty	0.000233	50.000000	29.661017
46.285903	1.617079	intensity	3	empty	0.000233	50.000000	29.661017
47.902982	8.018896	ITI	3	empty	0.000233	50.000000	29.661017
56.029227	2.428825	trialstart	4	neutral	0.000182	29.661017	69.491525
62.484892	1.915571	liking	4	neutral	0.000182	29.661017	69.491525
61.536079	0.500000	EMG	4	neutral	0.000182	29.661017	69.491525
64.900411	2.513813	intensity	4	neutral	0.000182	29.661017	69.491525
67.414224	6.513734	ITI	4	neutral	0.000182	29.661017	69.491525
74.033579	2.428718	trialstart	5	neutral	0.000202	33.898305	59.322034
80.293343	2.257934	liking	5	neutral	0.000202	33.898305	59.322034
79.544691	0.500000	EMG	5	neutral	0.000202	33.898305	59.322034
83.051225	3.585456	intensity	5	neutral	0.000202	33.898305	59.322034
86.636680	5.295502	ITI	5	neutral	0.000202	33.898305	59.322034
92.038529	2.428728	trialstart	6	neutral	0.000326	50.000000	40.677966
98.501083	2.321455	liking	6	neutral	0.000326	50.000000	40.677966
97.552422	0.500000	EMG	6	neutral	0.000326	50.000000	40.677966
101.322483	2.022172	intensity	6	neutral	0.000326	50.000000	40.677966
103.344655	6.592499	ITI	6	neutral	0.000326	50.000000	40.677966
110.042890	2.428841	trialstart	7	chocolate	0.000196	76.271186	67.796610
116.507923	2.140711	liking	7	chocolate	0.000196	76.271186	67.796610
115.559723	0.500000	EMG	7	chocolate	0.000196	76.271186	67.796610
119.148592	2.050563	intensity	7	chocolate	0.000196	76.271186	67.796610
121.199154	6.742432	ITI	7	chocolate	0.000196	76.271186	67.796610
128.047285	2.428840	trialstart	8	chocolate	0.000311	77.118644	66.101695
134.496617	3.202806	liking	8	chocolate	0.000311	77.118644	66.101695
133.547844	0.500000	EMG	8	chocolate	0.000311	77.118644	66.101695
138.199369	1.494215	intensity	8	chocolate	0.000311	77.118644	66.101695
139.693584	6.252431	ITI	8	chocolate	0.000311	77.118644	66.101695
146.051800	2.427956	trialstart	9	chocolate	0.000272	80.508475	64.406780
152.302552	2.397132	liking	9	chocolate	0.000272	80.508475	64.406780
151.554647	0.500000	EMG	9	chocolate	0.000272	80.508475	64.406780
155.199631	1.595479	intensity	9	chocolate	0.000272	80.508475	64.406780
156.795110	7.154519	ITI	9	chocolate	0.000272	80.508475	64.406780
164.057034	2.427851	trialstart	10	empty	0.000348	50.000000	26.271186
170.311063	2.643044	liking	10	empty	0.000348	50.000000	26.271186
169.563252	0.500000	EMG	10	empty	0.000348	50.000000	26.271186
173.454046	1.600799	intensity	10	empty	0.000348	50.000000	26.271186
175.054845	6.899936	ITI	10	empty	0.000348	50.000000	26.271186
182.061466	2.428935	trialstart	11	empty	0.000204	50.000000	12.711864
188.319880	0.691719	liking	11	empty	0.000204	50.000000	12.711864
187.570981	0.500000	EMG	11	empty	0.000204	50.000000	12.711864
189.511546	2.082681	intensity	11	empty	0.000204	50.000000	12.711864
191.594227	8.366044	ITI	11	empty	0.000204	50.000000	12.711864
200.066051	2.428837	trialstart	12	empty	0.000175	50.000000	12.711864
206.326405	1.057938	liking	12	empty	0.000175	50.000000	12.711864
205.577620	0.500000	EMG	12	empty	0.000175	50.000000	12.711864
