onset	duration	trial_phase	trial	condition	EMG_cor	perceived_liking	perceived_intensity
2.013254	2.419940	trialstart	1	chocolate	0.000165	50.000000	12.711864
8.017297	4.121816	liking	1	chocolate	0.000165	50.000000	12.711864
7.505005	0.500000	EMG	1	chocolate	0.000165	50.000000	12.711864
12.636990	3.690980	intensity	1	chocolate	0.000165	50.000000	12.711864
16.327970	3.573458	ITI	1	chocolate	0.000165	50.000000	12.711864
20.249660	2.428814	trialstart	2	chocolate	0.000124	36.440678	12.711864
26.705379	6.538674	liking	2	chocolate	0.000124	36.440678	12.711864
25.756593	0.500000	EMG	2	chocolate	0.000124	36.440678	12.711864
33.743926	2.873327	intensity	2	chocolate	0.000124	36.440678	12.711864
36.617252	1.531117	ITI	2	chocolate	0.000124	36.440678	12.711864
38.253965	2.428783	trialstart	3	chocolate	0.000171	72.881356	37.288136
44.513120	2.889800	liking	3	chocolate	0.000171	72.881356	37.288136
43.764383	0.500000	EMG	3	chocolate	0.000171	72.881356	37.288136
47.902861	3.115196	intensity	3	chocolate	0.000171	72.881356	37.288136
51.018057	5.134585	ITI	3	chocolate	0.000171	72.881356	37.288136
56.258297	2.428851	trialstart	4	neutral	0.000153	21.186441	87.288136
62.521048	1.842793	liking	4	neutral	0.000153	21.186441	87.288136
61.772244	0.500000	EMG	4	neutral	0.000153	21.186441	87.288136
64.863793	2.019560	intensity	4	neutral	0.000153	21.186441	87.288136
66.883353	7.273690	ITI	4	neutral	0.000153	21.186441	87.288136
74.262612	2.427818	trialstart	5	neutral	0.000169	22.033898	38.135593
80.526846	2.052048	liking	5	neutral	0.000169	22.033898	38.135593
79.779058	0.500000	EMG	5	neutral	0.000169	22.033898	38.135593
83.078847	2.614668	intensity	5	neutral	0.000169	22.033898	38.135593
85.693515	6.466808	ITI	5	neutral	0.000169	22.033898	38.135593
92.267946	2.428804	trialstart	6	neutral	0.000142	50.000000	17.796610
98.716584	2.235910	liking	6	neutral	0.000142	50.000000	17.796610
97.767845	0.500000	EMG	6	neutral	0.000142	50.000000	17.796610
101.452443	2.277681	intensity	6	neutral	0.000142	50.000000	17.796610
103.730124	6.436522	ITI	6	neutral	0.000142	50.000000	17.796610
110.272247	2.428709	trialstart	7	empty	0.000140	50.000000	12.711864
116.723322	2.172246	liking	7	empty	0.000140	50.000000	12.711864
115.774669	0.500000	EMG	7	empty	0.000140	50.000000	12.711864
119.395512	2.394101	intensity	7	empty	0.000140	50.000000	12.711864
121.789612	6.381257	ITI	7	empty	0.000140	50.000000	12.711864
128.276593	2.428324	trialstart	8	empty	0.000091	50.000000	12.711864
134.730237	2.258461	liking	8	empty	0.000091	50.000000	12.711864
133.782446	0.500000	EMG	8	empty	0.000091	50.000000	12.711864
137.488649	2.496952	intensity	8	empty	0.000091	50.000000	12.711864
139.985601	6.189214	ITI	8	empty	0.000091	50.000000	12.711864
146.281014	2.428852	trialstart	9	empty	0.000139	63.559322	38.135593
152.538131	2.000129	liking	9	empty	0.000139	63.559322	38.135593
151.789317	0.500000	EMG	9	empty	0.000139	63.559322	38.135593
155.038210	1.564258	intensity	9	empty	0.000139	63.559322	38.135593
156.602469	7.577290	ITI	9	empty	0.000139	63.559322	38.135593
164.286552	2.427820	trialstart	10	neutral	0.000130	26.271186	71.186441
170.543929	1.551251	liking	10	neutral	0.000130	26.271186	71.186441
169.796142	0.500000	EMG	10	neutral	0.000130	26.271186	71.186441
172.595129	2.166694	intensity	10	neutral	0.000130	26.271186	71.186441
174.761823	7.422456	ITI	10	neutral	0.000130	26.271186	71.186441
182.290993	2.428724	trialstart	11	neutral	0.000161	36.440678	15.254237
188.553613	2.511047	liking	11	neutral	0.000161	36.440678	15.254237
187.804936	0.500000	EMG	11	neutral	0.000161	36.440678	15.254237
191.564609	2.794756	intensity	11	neutral	0.000161	36.440678	15.254237
194.359365	5.830250	ITI	11	neutral	0.000161	36.440678	15.254237
200.295464	2.426932	trialstart	12	neutral	0.000132	27.966102	77.966102
206.741738	1.900992	liking	12	neutral	0.000132	27.966102	77.966102
205.794851	0.500000	EMG	12	neutral	0.000132	27.966102	77.966102
209.142672	2.318620	intensity	12	neutral	0.000132	27.966102	77.966102
211.461291	6.731001	ITI	12	neutral	0.000132	27.966102	77.966102
218.299883	2.427716	trialstart	13	empty	0.000165	50.000000	12.711864
